industry,category,subcategory_1,subcategory_2,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Window & Exterior Cleaning,Premium Window Cleaning,,,Window Blind Cleaning,"We’ll gently clean your window blinds to remove dust, pet hair, and buildup so they look fresher and function better. It’s a great add-on for spring cleaning or after a remodel.

What we do:
• Wipe down each slat by hand using a microfiber cloth or duster
• Lightly vacuum blinds if there’s heavy dust or pet hair buildup
• Spot clean edges, cords, and brackets as needed
• Handle gently to avoid bending or damaging delicate materials

Why it’s worth it:
• Gets rid of the dust that settles and sticks to blinds over time
• Helps improve air quality and reduce allergens
• Makes the whole room feel cleaner without replacing the blinds
• Perfect finishing touch when you're already cleaning windows

What’s not included:
• Deep cleaning or soaking of fabric or heavily stained blinds
• Removal and reinstallation of blinds
• Repairs to cords, slats, or mounting hardware

Just so you know:
Not all blinds can be cleaned the same way. We’ll take a look first and let you know what’s safe and realistic. Pricing depends on how many blinds you have and how dusty or delicate they are.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_7bb7f3a297664d758f290dbbfbe1f59d",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Gutter Guards,,,1-Year Gutter Guard Inspection & Maintenance – Complimentary with Installation,"Every gutter guard system needs a checkup to make sure it’s working the way it should. With every guard installation, your first annual inspection and maintenance visit is included at no extra cost.

What we do:
• Inspect guards for sagging, shifting, or damage
• Blow off roof and clear debris sitting on top of the guards
• Confirm water flow at downspouts

Why it’s worth it:
• Keeps your gutter guards performing like they should
• Catches small issues before they turn into clogs or overflows
• Extends the life of your gutter system and protects your home
• Gives you peace of mind heading into the rainy season

What’s not included:
• Full gutter cleaning under the guards
• Repairs or replacement of damaged sections beyond minor adjustments
• Service for systems we didn’t install

Just so you know:
This service is complimentary for the first year after your guard installation. After that, we recommend yearly maintenance to keep everything flowing right.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_be09c2cb29624113bf76df2ff7a57856",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Guards,,,Gutter Guard Removal,"If your current gutter guards are broken, clogged, or just not doing their job, we can remove them carefully without damaging your gutter system. This service clears the way for a proper cleaning or future upgrade.

What we do:
• Remove existing gutter guards by hand
• Clear out any debris trapped underneath
• Inspect for downspout clogs, damage, or loose gutter sections
• Dispose of the old guards or leave them on-site if you prefer

Why it’s worth it:
• Makes your gutters easier to maintain and clean
• Gets rid of guards that are doing more harm than good
• Clears out hidden debris that can cause overflow and drainage problems

What’s not included:
• Gutter cleaning (can be added separately)
• Gutter guard replacement or upgrade (available upon request)

Just so you know:
Pricing depends on the type of guard, condition of the system, and how much debris is trapped underneath.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_a8ee8e67d2a3456d88fa3d177e4fb85b",200.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Cleaning,,,Gutter Stick Installation,"Gutter Sticks are a low-cost, high-impact way to prevent gutter clogs right at the downspout. We’ll install them where they’re needed most to help keep water flowing even when leaves and debris pile up.

What we do:
• Clear any debris and confirm the downspout is flowing properly
• Cut or adjust the Gutter Stick to fit your gutter and downspout setup
• Install it securely in the outlet
• Test to make sure it’s seated properly and working as intended

Why it’s worth it:
• Guarantees downspouts don’t get clogged
• Keeps water flowing during heavy rain
• Low-cost, low-maintenance upgrade to protect your home

What’s not included:
• Full gutter cleaning (must be done first if the gutters are clogged)

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_529baf376c524a6c9f784afded581865",35.00,12.75,FALSE,Each,,FALSE
Window & Exterior Cleaning,Repairs,,,Roof Tile Repair/Replacement,"If you’ve got cracked, chipped, or missing roof tiles, we’ll fix the problem before it leads to leaks or water damage. Whether we can repair it or need to replace it, we’ll handle it with care and attention to detail.

What we do:
• Inspect the damaged area and check nearby tiles for impact or movement
• Remove broken tiles carefully without disturbing the surrounding area
• Repair minor cracks using appropriate sealants and tools
• Replace tiles when they’re beyond repair using best-matching materials
• Confirm proper fit and alignment to maintain water flow

Why it’s worth it:
• Prevents roof leaks and underlayment damage
• Helps avoid costly ceiling stains and interior water issues
• Keeps your roof looking uniform and functioning properly
• Extends the life of your tile roof by staying ahead of small problems

What’s not included:
• Replacement of large roof sections
• Repairs of the actual roof or material underneath tile
• Full roof inspection or leak tracing beyond the repair area
• Cleaning underneath tiles

Just so you know:
If matching tiles are unavailable, we’ll source the closest possible option — or use one you provide. Some older tile types may be discontinued, but we’ll always let you know your options before starting.
Pricing depends on roof height, access, and number of tiles being repaired or replaced.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_430277d614fb4da1bba8bd01556f070a",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Custom Services,,,Paint Touch up,"Paint touch up of repaired roof tiles and asphalt.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_e51c61e673fb4ba393eeacd4fd1d8217",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Soft Washing,,,Brick Soft Washing,"Low pressure washing of all accessible exterior brick wall surfaces and the brick planter. Focus on removing dirt, mold, mildew, and soil residue, preserving the color of the brick while restoring its look.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_54187bc9dcb0452ca01fa12d56bc2fc4",150.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Pressure Washing,,,Paver Pressure Washing,"We’ll pressure wash your paver surfaces to remove dirt, moss, algae, and grime that build up over time. Whether it’s a patio, walkway, or driveway made of pavers, we’ll clean them without damaging the joints or lifting the sand.

What we do:
• Pressure wash the surface of the pavers to remove dirt and organic buildup
• Apply a cleaning solution to help loosen grime and stains
• Rinse thoroughly, paying attention to joints and edges
• Focus on high-traffic or shaded areas where moss and algae collect
• Move furniture or items as needed — if anything is fragile or valuable, we ask that it be moved ahead of time

Why it’s worth it:
• Restores the natural look and color of your pavers
• Removes slippery buildup for safer walking areas
• Helps prevent long-term wear and keeps the surface looking maintained
• Great prep if you plan to re-sand or seal afterward

What’s not included:
• Re-sanding or sealing (available separately)
• Oil stain removal — some improvement is likely, but not guaranteed
• Deep restoration for sunken, heavily stained, or damaged pavers

Just so you know:
Pricing depends on square footage, buildup level, and layout complexity.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_a19cdd20fa67416ea1f6808ee4b648f7",100.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Pressure Washing,,,Front Yard Pressure Washing (Driveway not included),"We’ll pressure wash the main ground-level surfaces in your front yard to remove dirt, moss, algae, and grime. This is a quick but noticeable way to freshen up your entry area and walkways.

What we do:
• Pressure wash walkways, porch steps, and other concrete or paved areas
• Apply a cleaning solution to help break down organic buildup
• Rinse thoroughly to remove dirt, moss, and surface stains
• Move lightweight items as needed — if anything is fragile or valuable, we ask that it be moved ahead of time

Why it’s worth it:
• Instantly improves curb appeal
• Removes slippery moss and buildup from entryways
• Helps preserve your concrete and pavers by clearing off grime

What’s not included:
• Driveway cleaning (can be added separately)
• Oil stain removal — some improvement is likely, but stains may not fully come out
• Cleaning of siding, garage doors, or vertical surfaces

Just so you know:
Pricing depends on the total area being cleaned and how dirty the surface is.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_0ea934facead4dd9a1ee33e35adba77e",150.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Solar Panel Maintenance,,,Solar Panel Cleaning Minimum,"Dust, pollen, and especially bird droppings can block sunlight and create hot spots that damage panels. We’ll clean your system safely so it keeps producing at its best.

What we do:
• Rinse panels with purified water
• Gently brush with solar panel–specific tools to remove stuck-on debris
• Light visual check for cracks, shading issues, or anything unusual
• Look underneath for signs of nesting or chewed wiring (where accessible)

Why it’s worth it:
• Improves energy production by letting in more sunlight
• Removes bird droppings that can cause hot spots and etch the glass
• Helps prevent long-term damage and keeps your system performing well

What’s not included:
• Bird proofing (available separately)
• Repairs to panels, wiring, or roofing materials

Just so you know:
We don’t use pressure washers or harsh chemicals — only solar-approved methods. Pricing depends on panel count, roof access, and layout.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_6cce784706ee4108acb76dec257c666f",200.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Custom Services,,,Home Bird Proofing ,"Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_29af5cb08120493b81e817ffee2fd6b2",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Custom Services,,,Plastic Installation on skylight,"High quality plastic installed in order to reduce the amount of light and glare coming through skylights.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_50baf4dcfe174ffb824f3d9e8561427d",550.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Custom Services,,,Window Blind Removal,"Careful removal of window blinds and associated hardware from window frames.  

Includes:
• Detaching of blinds from mounting brackets  
• Removal of screws, anchors, and brackets from window trim or drywall  
• Light cleanup of dust or debris from mounting area  

Note: Does not include patching, painting, or disposal of blinds or hardware. Blinds must be accessible and free of excessive obstruction.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_76050b7f6e7647f593d4c98eec0555b8",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Custom Services,,,Tree Trimming ,"Tree Trimming – Cut Back Branches That Cause Problems

Branches that touch or hang over the house can scrape roofs, break gutters, and dump debris. We’ll trim them back around the home.

What we do:
• Trim small–medium branches away from roofs, gutters, and walkways
• Cut back limbs around solar panels, skylights, and windows
• Light tidy of the immediate work area (blow/rake)

Why it’s worth it:
• Helps prevent roof and gutter damage
• Reduces leaf/needle buildup and clogs
• Keeps entries and paths clear

What’s not included:
• Large-limb work, climbing, or crane jobs
• Full debris haul-away (see Tree Trimming Removal)
• Stump grinding or full tree removal

Just so you know:
This is light–moderate trimming from ground or ladder. Pricing depends on tree size, access, and how much we cut.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_6b5682ee4a434d7a8c856ff15ab27fe3",50.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Gutter Cleaning,,,Gutter Inspection (Complimentary),"We’ll take a full look at your gutter system to check for issues like leaks, clogs, sagging, or improper drainage. Whether you're noticing overflow or just want peace of mind before the rainy season, this inspection gives you a clear picture of your system’s condition.

What we do:
• Inspect gutters and downspouts for visible clogs, leaks, or separation
• Check for sagging, improper slope, or overflow points
• Look at fasteners, joints, and seams for signs of wear or failure
• Identify any areas that may need cleaning, repair, or replacement

Why it’s worth it:
• Helps catch problems early — before they cause water damage
• Gives you a clear plan for maintenance or upgrades
• Ideal for homes with trees, aging systems, or suspected issues
• Great prep before storms, repairs, or real estate listings

What’s not included:
• Gutter cleaning or debris removal
• Repairs, resealing, or part replacement (quoted separately)
• Inspection of underground drainage systems

Just so you know:
You’ll get a verbal summary of our findings and recommendations on the spot. If requested, we can also provide a written summary or quote for any needed work.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_54c7d498a77847f0aec2211078b2ba7d",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Premium Window Cleaning,,,Post Construction Clean,"We’ll carefully clean your windows after new construction, remodeling, or painting — removing dust, overspray, stickers, and debris so your glass looks the way it should.

What we do:
• Remove construction dust, paint overspray, and sticker residue from glass
• Use scrapers, steel wool, and cleaning solutions suited to post-construction cleanup
• Hand clean both sides of the glass if accessible
• Wipe down frames to remove major dust and debris

Why it’s worth it:
• Makes your new space look finished and move-in ready
• Removes stubborn buildup you can’t get off with regular cleaning
• Avoids scratched glass by using the right tools the right way
• Saves you time and hassle — we’ve done this before

What’s not included:
• Removal of hard-water stains or deep mineral etching
• Repairs to scratched or damaged glass
• Cleaning of screens, tracks, or windows that aren’t safely accessible

Just so you know:
Construction cleaning takes more time and care than standard window cleaning.
Pricing depends on window count, debris level, and whether we’re cleaning interior, exterior, or both.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_0fdff6ba89d24222b72eec8ef51a8ed4",20.00,0.00,FALSE,Per Pane,,FALSE
Window & Exterior Cleaning,Gutter Repairs,,,Downspout Repair,"If your downspout is leaking, disconnected, or not flowing properly, we’ll repair the issue so water drains away from your home the way it should — especially at the elbows where problems often start.

What we do:
• Reconnect or reseal loose or leaking downspout joints
• Replace damaged or missing downspout elbows to restore proper flow
• Secure downspouts to walls or fascia where they’ve come loose
• Realign sections for better slope and drainage away from the foundation

Why it’s worth it:
• Prevents water from pooling near your home’s foundation
• Fixes noisy drips, leaks, or overflows during storms
• Helps protect siding, walkways, and landscaping
• Affordable fix that makes a big difference when water’s going the wrong way

What’s not included:
• Full downspout replacement or rerouting into underground drainage
• Major gutter system repairs (quoted separately if needed)

Just so you know:
Most repairs can be done on the spot. Pricing depends on the number of sections needing attention, ladder access, and parts required.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_ee7a7cc2656841a7b419026b7ed3edf6",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Roof cleaning,,,Tile Roof Cleaning – Rinse-Off Soft Wash (Full Removal),"Full-service tile roof cleaning using a professional soft-wash treatment followed by a controlled low-pressure rinse. Ideal for heavier growth or customers wanting immediate visual results.

Includes:
• Brushing or blowing of loose debris and heavy moss (if accessible)
• Application of roof-safe cleaning solution to kill moss, algae, and lichen
• Full rinse using low-pressure water — safe for clay and concrete tile
• Perimeter cleanup of all roof runoff and debris
• Visual inspection of roof for damage, loose tiles, or water entry points
• Optional before/after photo documentation

Benefits:
• Removes growth more quickly and restores roof appearance immediately
• Prevents leaks, rot, fire risk, and drainage issues
• Safe for tile — no high pressure or scraping
• Meets insurance and environmental compliance standards
• Higher-level service ideal for homes with heavy buildup or resale prep

Note:
We avoid scraping or pressure washing tile to prevent removal of protective coating of roof or directly damage it. This service involves careful rinsing using soft-wash tools. Not recommended for highly brittle or deteriorating tile roofs.
Pricing is based on total roof square footage and is higher than leave-on treatment due to additional labor and cleanup.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_cc51e64724e747e581a6eeac47da27fd",0.80,0.00,FALSE,ft²,,FALSE
Window & Exterior Cleaning,Pressure Washing,,,"Full Exterior Ground Pressure Washing – Front, Backyard & Driveway","We’ll pressure wash all major ground-level surfaces around your home — including patios, walkways, entryways, and more. This is a full exterior refresh that covers both the front and backyard in one visit.

What we do:
• Pressure wash walkways, patios, entry areas, and other concrete or paved surfaces
• Apply a cleaning solution to break down dirt, moss, and algae
• Rinse thoroughly to lift buildup and improve surface appearance
• Focus on high-traffic and shaded areas where grime tends to build up
• Move outdoor furniture or items as needed — if something is fragile or valuable, we ask that it be moved ahead of time

Why it’s worth it:
• Gives your entire exterior a clean, refreshed look
• Removes slippery moss and algae for better safety
• Helps extend the life of your hardscapes by clearing off grime before it settles in
• Ideal for seasonal maintenance or getting ready for guests

What’s not included:
• Oil stain removal — they usually improve, but likely won’t come out completely
• Cleaning of siding, garage doors, outdoor furniture, or vertical surfaces
• Pool deck or sealed/decorative surfaces unless discussed ahead of time

Just so you know:
Pricing depends on square footage, surface type, and overall condition.
Includes:
• Application of a cleaning solution to assist with organic growth removal
• Pressure washing of front and backyard patios, walkways, and hard surfaces
• Driveway cleaning (up to sidewalk or curb)
• Rinse-down of surrounding borders and landscaping edges
• Final rinse for a clean and finished look

Benefits:
• Loosens and removes organic growth like moss and algae for safer surfaces
• Instantly improves curb appeal and backyard appearance
• Prepares surfaces for sealing or staining if desired
• Helps preserve the condition of concrete, pavers, and other hardscape materials

Note:
This service does not include oil stain removal, though visible improvement is common. Ask about optional degreasing for targeted stain treatment.
Pricing is based on total square footage and overall site complexity.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_9f8b4e7620ba4aba82fa72c6abb61252",500.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Gutter Repair,"If your gutters are leaking, sagging, or coming apart at the seams, we’ll take care of the problem with targeted repairs. This service is perfect for small fixes that help extend the life of your system.

What we do:
• Seal minor leaks or dripping seams using durable, weatherproof sealant
• Reattach or replace missing screws, hangers, or brackets
• Realign sections that are pitched incorrectly or sagging
• Reconnect sections that have pulled apart at the joints

Why it’s worth it:
• Stops water from leaking behind siding or pooling near the foundation
• Helps your gutters drain properly during storms
• Prevents small issues from turning into bigger, more expensive repairs
• Affordable fix that can help extend the life of your system

What’s not included:
• Full gutter system replacement
• Major structural adjustments or rerouting of gutters and downspouts
• Repairs to underground drainage or fascia boards

Just so you know:
We’ll always let you know if something looks beyond repair or if a replacement would be a better investment. Pricing depends on the type and number of repairs needed, and whether replacement parts are required.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_9f8edb4d923c4176b71023bb0f37e2e7",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Premium Window Cleaning,,,Mirror Cleaning,"Interior mirror cleaning using the same tools and techniques we use for professional window cleaning — for a clear, streak-free result.

Includes:
• Removes dust, fingerprints, and smudges
• Edges and corners wiped down clean

Benefits:
• Streak-free clarity using the same method we use for windows
• Safe for all types of mirrors, including large vanities and wall mirrors
• Leaves your mirrors looking clean, clear, and like they should

Note:
This is for indoor, accessible mirrors only. Extra-large or hard-to-reach mirrors may be priced differently depending on access.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_0f1f990aa4084f3187673af49cf24365",10.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Pressure Washing,,,Tile Cleaning,"We’ll gently pressure wash your outdoor tile surfaces to remove dirt, grime, and organic buildup without damaging the tile or grout. Great for patios, porches, and walkways made of ceramic, porcelain, or stone tile.

What we do:
• Apply a cleaning solution to help break down buildup on the tile and in the grout lines
• Gently pressure wash the surface without damaging the finish
• Rinse thoroughly to lift dirt, moss, and algae
• Move outdoor items as needed — if anything is fragile or valuable, we ask that it be moved ahead of time

Why it’s worth it:
• Restores the natural color and shine of your tile
• Removes slippery moss and grime for safer footing
• Helps prevent long-term damage from buildup getting into grout or joints
• Keeps your patio or porch looking clean and inviting

What’s not included:
• Re-grouting or tile repair
• Oil or rust stain removal — some improvement is possible but not guaranteed
• Sealing (available separately if needed)

Just so you know:
Pricing depends on tile type, square footage, and surface condition.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_94c54fb879b84ad0ac08d1596e71168e",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Soft Washing,,,Tile Patio Soft Wash,"Soft washing is a gentle, chemical-assisted cleaning method that’s ideal for tile patios where pressure washing could damage the surface or grout. Great for removing organic buildup like algae, moss, and grime without using high pressure.

Includes:
• Application of a tile-safe cleaning solution to loosen dirt and organic growth
• Light brushing or agitation as needed
• Low-pressure rinse to wash away buildup without damaging tile or grout
• Careful attention to edges, grout lines, and shaded areas where buildup is common

Benefits:
• Safely removes moss, algae, and grime without damaging delicate surfaces
• Restores tile appearance and helps prevent slippery areas
• Preserves grout lines and protects against cracking from aggressive cleaning
• Ideal for more fragile or decorative tile surfaces that can’t handle high pressure

Note:
This is a low-pressure process — not a pressure wash. Results depend on tile condition, buildup type, and grout age.
Pricing depends on square footage and condition of the patio.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_27777cbd60ac4f88900aab8ceacf20fe",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Premium Window Cleaning,,,Window Scraping,"If you’ve got regular windows with things like old paint drips, tape, tree sap, or sticker residue — we can carefully scrape it off to get your glass clean again. This is not a full construction clean, just targeted scraping where needed.

What we do:
• Use scrapers or blades to remove stuck-on debris without damaging the glass
• Target specific problem areas like paint specks, tape, sap, or sticker glue
• Clean the glass afterward for a clear, even finish
• Let you know if anything looks risky or requires extra time

Why it’s worth it:
• Removes stubborn spots regular cleaning can’t touch
• Helps restore clarity to neglected or mistreated windows
• Gives your windows a noticeably cleaner, more finished look

What’s not included:
• Full post-construction window cleaning
• Hard-water stain removal or deep glass restoration
• Repairs for scratched or damaged glass

Just so you know:
Scraping is only done when it's safe for the glass type. Some tempered or low-E coated windows are more prone to scratching — if there’s any risk, we’ll let you know before starting. Pricing depends on how many windows need scraping and how much buildup there is.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_72bf79bc27174c9ba515ff4734d84cf1",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Estimates,,,Solar Bird Proofing Estimate,"If you're seeing signs of nesting, droppings, or debris under your solar panels — or just want to prevent a problem before it starts — we’ll come take a look and give you a quote for bird proofing. In some cases, we may be able to install same-day if everything lines up.

What we do:
• Inspect the perimeter and underside of your solar panels
• Check for signs of nesting, droppings, or chewed wiring
• Measure the system layout to determine materials and access needs
• Explain how bird proofing works and what your options are
• Provide a clear quote based on panel count, roof type, and access
• Same-day installation may be available depending on timing and materials

Why it’s worth it:
• Prevents costly damage to wires, panels, and roofing
• Stops birds and pests from nesting or making a mess under your system
• Helps protect your energy production and avoid repairs
• Gives you a long-term solution with minimal visual impact

What’s not included:
• Panel cleaning (available separately or as part of an install package)
• Removal of active nests (if found, we’ll advise based on timing and legal restrictions)
• Repairs to damaged wiring or roofing materials

Just so you know:
Estimates are always free. If you’re also due for a solar panel cleaning, we can bundle both services into one visit — just let us know ahead of time.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_6a166ff155d34eda96971526f59e67d0",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Estimates,,,Gutter Guard Installation Estimate,"If you're tired of cleaning your gutters constantly and want a long-term solution, we’ll come take a look and give you a quote for professional gutter guard installation. We’ll check the condition of your system, measure everything out, and let you know what makes the most sense.

What we do:
• Measure your gutters and inspect roof edges for access and compatibility
• Check for damage, sagging, or sections that need repair before installation
• Go over your options for high-quality metal micro-mesh guards
• Provide a clear quote based on linear footage, height, and system condition
• Same-day installation may be available depending on scope and prep

Why it’s worth it:
• Helps you decide if gutter guards are right for your home
• Lets you ask questions about pros, cons, and what to expect
• Saves you the hassle of ongoing cleanings in the future
• Gives you a full plan, not just a price

What’s not included:
• Gutter cleaning or repair (may be required before installation)
• Installation of plastic or foam guards — we only recommend what works
• Full roof inspection or unrelated drainage system work

Just so you know:
Estimates are always free and based on what we see on-site. If you’ve had issues with clogs, trees nearby, or water overflow, this is a great step toward a lower-maintenance system.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_425635fd3b4a418d8f99b382a254f09a",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Gutter Repairs,,,Gutter Seam Repair,"We’ll reseal leaking gutter seams so water flows through your downspouts instead of dripping onto your home.

What we do:
• Inspect the leaking joint
• Clean, dry, and reseal with durable, weatherproof sealant
• Check flow once cured

Why it’s worth it:
• Prevents water damage to siding, fascia, and foundation
• Extends the life of your gutters without full replacement
• Quick, affordable fix

What’s not included:
• Full system reseal or replacement
• Downspout repairs or cleaning

Just so you know:
We’ll let you know if the leak needs more than sealant to fix.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_f57a33a46e6146f4b34782c7fbc83544",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Gutter Hanger Replacement - Single Story,"We replace failed or missing gutter hangers to secure the gutter back to the fascia.

What we do:
• Remove and dispose of damaged/loose hangers
• Install new hidden hangers where needed
• Re-secure the gutter run to the fascia in the worked area
• Tighten and stabilize sections that have shifted

Why it’s worth it:
• Reduces sagging that can lead to overflow
• Helps prevent sections from pulling away in wind and rain
• Lowers the chance of joints opening up from movement

What’s not included:
• Gutter cleaning or downspout flushing
• Outside faces of gutters
• Seam sealing or leak repairs
• Downspout replacement or reroutes
• Gutter guard install or removal

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_60162feffe0e4ea4931e885aed8bc4a3",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Gutter Downspout Attachment,"We’ll attach or reattach loose downspouts so water flows down the pipe like it should — not out the top or sides.

What we do:
• Inspect downspout straps, screws, and connection points
• Replace or tighten hardware as needed
• Ensure proper fit and alignment with the gutter outlet

Why it’s worth it:
• Prevents water from spilling where it shouldn’t
• Keeps drainage working properly
• Helps avoid foundation and siding damage

What’s not included:
• Replacement of full downspout sections
• Major gutter repairs

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_4c0a380f5c004945b278ecb34cc0b490",75.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Bird Proofing,,,Roof Bird Waste Cleaning and Removal,"Bird droppings are unsightly, corrosive, and can carry harmful bacteria. We’ll safely remove and disinfect the area so it’s clean and safe again.

What we do:
• Remove droppings, feathers, and nesting debris
• Clean and disinfect surfaces to neutralize stains and germs
• Dispose of waste properly

Why it’s worth it:
• Protects your property from damage and staining
• Reduces health risks from bacteria and parasites
• Leaves the area safe and ready for use or deterrent installation

What’s not included:
• Repairs to roofing, siding, or wiring
• Installation of bird spikes or other deterrents (available separately)

Just so you know:
Pricing depends on severity, access, and square footage.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_84936ebf7a214695a476dce9e382db84",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Bird Proofing,,,Bird Spike Installation,"Once the area is cleaned, we’ll install deterrents such as bird spikes in the problem zones — ledges, rooflines, and vents — to keep birds from nesting or roosting again.

What we do:
• Inspect the property to find common roosting/nesting spots
• Install bird spikes or other deterrents where needed
• Secure materials without damaging roofing, gutters, or siding
• Test placement to ensure coverage in problem areas

Why it’s worth it:
• Stops birds from landing and nesting on your property
• Protects against droppings, feathers, and nesting messes returning
• Helps protect your family’s health by reducing exposure to bird waste
• Long-term solution with minimal upkeep

What’s not included:
• Full exclusion netting (requires specialized service)
• Pest control for other animals (rodents, insects, etc.)

Just so you know:
Pricing is based on linear footage, access, and type of deterrent installed. We’ll recommend the best approach for your property after inspection.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_95f45b61521f40ce8ca3db8c79bf9b97",0.00,0.00,FALSE,,,FALSE
